item.name,item.id,item.username,"item.public_metrics[""followers_count""]","item.public_metrics[""following_count""]","item.public_metrics[""tweet_count""]","item.public_metrics[""listed_count""]"
Jeff Kosseff,2291579839,jkosseff,12578,1709,10092,291
André Di Mauro,96389470,andredimauro,94888,2162,15279,83
Pepperstone,221235790,PepperstoneFX,7518,117,26970,122
Juan Arango,2400973298,JuanG_Arango,22980,790,79868,418
Jordan Schachtel @ dossier.substack.com,535643852,JordanSchachtel,170345,1134,35634,1203
JasonHiner.eth,6629912,jasonhiner,28843,635,25784,1889
Jaxius.eth,1012588188,JET_Graphics,2916,2765,1204,58
SIGNAL News Global,359017598,thesignalng,62063,45,80860,170
"Marc is busy, try later",324714133,MarcHochstein,15217,7994,59977,1040
BitPay,915465450,BitPay,368830,141,13284,2904
Bloomberg,34713362,business,7858682,1372,759908,64632
Hailey Lennon,3740778132,HaileyLennonBTC,74645,1549,34367,712
Belal Muhammad,3023109768,bullyb170,104291,978,27049,372
Evan Weinberger,257500454,reporterev,1809,782,20595,72
Gaurav Chaudhary,3992637442,TechnicalGuruji,3601462,0,7174,428
mansur,416003238,mansurshaheen,6129,1615,36288,54
Ben Armstrong,954005112174862336,Bitboy_Crypto,798348,616,23272,3938
Kitco NEWS,138513820,KitcoNewsNOW,101059,1862,64463,1316
Litecoin,385562752,litecoin,907254,27,1528,4724
The Guardian Nigeria,57320024,GuardianNigeria,2233775,468,256844,1953
Bloomberg Australia,606571099,BloombergAU,15166,234,163057,492
Bloomberg Wealth,1668256296,wealth,63380,1523,22606,736
Ben Armstrong,954005112174862336,Bitboy_Crypto,798348,616,23272,3938
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
CVCA,22186308,cvca,10099,469,11314,525
Phil Rosen,1392521493171511299,philrosenn,1168,987,1034,6
Charles V Payne,19400611,cvpayne,690246,15501,97039,2559
Alistair Milne,20902138,alistairmilne,116816,2311,16825,2283
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
"Michael A. Gayed, CFA",227755413,leadlagreport,581213,1,36175,2325
Jonathan Reichental,3021611,Reichental,10918,3898,37765,788
Dan Dakich,248427077,dandakich,153459,186,111391,1122
Félix Palazuelos,186200830,felixpalazuelos,3062,633,5789,154
Mark Towhey,18145829,towhey,17132,3275,59304,257
Chris Chen CFP®,81195356,financialtrivia,63113,46969,1982,723
ForexLive,19399038,ForexLive,290637,1003,368188,5711
Kiplinger,22042454,Kiplinger,54524,2873,71175,1958
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
j4cuza.sh⚡,131966383,Jaco_van_Wyk,17768,4519,4345,183
govtechnews,18922205,govtechnews,29086,2199,41281,1549
Jay Kotak,250367135,jay_kotakone,31469,596,7444,95
Cheddar News 🧀,700784500658208768,cheddar,248484,7085,64238,2130
FT for Schools,875356066552442883,ft4s,4792,9886,49152,38
Ray Youssef,3313864528,raypaxful,27523,1606,11959,274
CoinMarketCap,2260491445,CoinMarketCap,4730863,1826,16369,14301
OttoMattic,362787242,OttoMatticBaby,113935,773,314956,102
Sven Henrich,714051110,NorthmanTrader,346842,67,30035,6005
Gage Goulding - NBC2,326890702,GageGoulding,28466,3238,35420,73
Matthew Federman,213380637,matthewfederman,8620,889,28155,136
Market Rebellion,817007725666242561,MarketRebels,183911,267,38677,1775
FBI New Orleans,346098220,FBINewOrleans,17447,37,3799,225
Tanay Jaipuria,16778949,tanayj,39207,1066,26648,638
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Jack Hough,63796766,jackhough,7395,798,998,167
Paxful,2307190704,paxful,114809,197,26935,414
FT Technology News,10977192,fttechnews,293327,26,42288,4850
Ben Walsh,259498996,BenDWalsh,8518,1895,9250,362
CNBC-TV18,631810714,CNBCTV18News,1015277,178,237863,1943
Rich DeMuro,6484412,richontech,42919,6592,40271,879
Steve Hanke,863527548,steve_hanke,397232,6802,39033,3031
BloombergQuint,714731566828793857,BloombergQuint,272999,131,279696,1980
Morten Rand-Hendriksen,14611891,mor10,18914,1,62670,963
Barron's,20449296,barronsonline,213778,35,62997,4886
Bryce Gruber,6356472,BryceGruber,40245,2706,25628,478
Relai 🇪🇺,1106135773424902144,relai_app,10239,2509,8623,113
Nate Igor Smith,15430823,drivenbyboredom,21896,1299,132841,330
Emily Nicolle,923853191799803904,emilyjnicolle,4628,785,2964,87
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
Benjamin Ryan,1666939494,benryanwriter,3122,1140,15821,72
Unchained Capital,798698426259148800,unchainedcap,28057,641,4669,602
Shereen Siewert,291741427,ShereenSiewert,1254,742,24197,46
Bloomberg,34713362,business,7858684,1372,759908,64632
John Schwartz,11179192,jswatz,34829,3641,100209,1162
A!MS,22757884,whoisaims,17240,753,42382,79
Bloomberg Asia,588261604,BloombergAsia,89539,561,263842,1396
Margot Roosevelt,112873659,margotroosevelt,6832,998,30472,413
Matthew Zeitlin,12263542,MattZeitlin,42250,2028,58449,1024
Mark W. Yusko #TwoPointOneQuadrillion,254280603,MarkYusko,126407,4194,94963,2898
Ron Hogan,16049481,RonHogan,18721,93,25382,1022
Bitcoin Magazine,361289499,BitcoinMagazine,2042008,679,20264,12389
danielle tcholakian,42797629,danielleiat,22254,3071,163098,417
DJ Seip,175096500,djseip,22637,289,3427,68
Arjun Kharpal,285051289,ArjunKharpal,14233,1177,18689,569
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Conservative News,237888723,BIZPACReview,41336,7322,176631,416
Scott Heins,48770091,scottheins,7975,3482,18686,162
Dow,286654612,mark_dow,92745,3837,105213,2567
Peter J. Hasson,2935489123,peterjhasson,63521,3753,78427,581
Kashmir Hill,25160944,kashhill,268795,1936,21824,2680
John Cassidy,78400205,JohnCassidy,62687,1803,27767,1769
Ben Jay,36559206,FakeBenJay,1278,1968,25846,54
Garrett M. Graff,926601,vermontgmg,96306,7144,40004,1570
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Beth Williams Liou,1163804689,BWilliLiou,4150,1449,17330,129
Nayib Bukele 🇸🇻,20736511,nayibbukele,3500242,572,80219,3230
Choice 🧟‍♀️,109077522,choicebyKT,21841,1513,8429,229
Theo Wayt,914281622027022336,theo_wayt,1163,2074,3170,9
JSTOR Daily,2696503964,JSTOR_Daily,45657,996,30633,976
The Independent,16973333,Independent,3655545,396,1218969,25944
Nouriel Roubini,19224439,Nouriel,534051,691,23236,11461
River Financial,1069832249447596032,river,17152,82,1154,342
Paxful,2307190704,paxful,114809,197,26935,414
Louis Hansen,342455823,HansenLouis,1772,1698,3254,89
eToro,23420231,eToro,318061,218,26008,1618
Wausau Pilot,849004262361366532,WausauPilot,1319,617,22251,30
CTV London,312194762,CTVLondon,88544,813,76508,518
ZUBY:,57441414,ZubyMusic,654472,3482,123123,1898
Jesse Emspak,255569973,Mad_Science_Guy,1894,838,46239,135
j4cuza.sh⚡,131966383,Jaco_van_Wyk,17768,4519,4345,183
Kenyon Farrow,178089837,kenyonfarrow,10350,6435,19569,153
David Lin,938191893669691393,davidlin_TV,16703,591,1176,93
TIME,14293310,TIME,18557883,509,386222,104755
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Josh Marshall,21268897,joshtpm,370428,800,256519,7781
Personal Finance,51088856,ftmoney,81365,231,14851,1561
CAGY,903085850115940352,cagyjan1,99283,1330,19489,348
FT for Schools,875356066552442883,ft4s,4792,9886,49152,38
Crypto Jack,1415997802321256453,cryptojack,21471,333,573,69
Rahul Sood 🐔🐴🦄∞/21m🚀,14118292,rahulsood,27031,3730,36482,830
ryan cooper,214120461,ryanlcooper,69729,2584,156323,1235
Darren Rovell,24277551,darrenrovell,2001240,3429,188016,11918
Jeffrey Snover,18246129,jsnover,48550,1427,33683,1307
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
John Dough - realjohndough.eth,436476907,RealJohnDough,116697,2044,17944,366
Choice 🧟‍♀️,109077522,choicebyKT,21841,1513,8429,229
OpenNode ⚡️,966878336034136065,OpenNode,15969,459,2420,335
Davis Mattek (davismattek.eth),67608440,DavisMattek,42793,676,63718,1626
Tory Newmyer,32576041,ToryNewmyer,2974,963,1350,144
HotNewHipHop,24036264,HotNewHipHop,1555962,1579,416747,4118
Trezor,1431204614,Trezor,164210,477,15388,1917
iPhone in Canada,14151652,iPhoneinCanada,36748,5079,84185,1030
The Motley Fool UK,16614442,TheMotleyFoolUK,18829,203,38960,453
Dan DeRoos,247399925,DanDeRoos19,3209,2671,5048,76
Speed Walton,20084821,RealNameSPEED,5892,582,20590,56
Forbes Middle East,1276177187322945541,Forbes_MENA_,7018,10,16934,55
FORTUNE,25053299,FortuneMagazine,2293519,515,251864,23804
Jeremy Gardner,2178242827,Disruptepreneur,29395,484,13172,867
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
TD Ameritrade Network,872519322077470721,TDANetwork,49665,2089,16171,506
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
A Phizer A,15905972,Aqua174,11344,1895,188716,306
imo,106518671,imobbcs,981,277,18923,55
FT Markets,136219101,FTMarkets,23201,152,56571,798
CNBC,20402945,CNBC,4484090,850,476208,37245
Mychal Thompson,773574926079029248,champagnennuts,44247,43,36116,380
Anthony Scaramucci,24578794,Scaramucci,1026056,2159,37233,4297
Nayib Bukele 🇸🇻,20736511,nayibbukele,3500242,572,80219,3230
Bassam Noor | بسام عبدالعزيز نور,264903390,Bassam_A_Noor,86510,711,12107,502
David Papp,107547335,DavidPapp,68012,31326,711751,713
Decrypt,993530753014054912,decryptmedia,93405,1570,27743,1766
Don Tapscott,14128528,dtapscott,109195,22638,26642,5828
Andy Frye,66227734,SportyFrye,8782,4774,26117,104
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
Lauren Orsini,18278364,laureninspace,9358,1076,21854,334
Nathan Schneider,19619556,ntnsndr,13998,2293,21943,624
David Pakman,21514744,dpakman,217541,1083,36158,1250
Leigh Cuen,416161639,La__Cuen,39939,12550,21658,926
Pragress,113201095,PrahladFriedman,18302,2302,6796,614
leeor.btc,3064895680,LeeorShimron,3063,796,1611,52
John Legere,1394399438,JohnLegere,5997633,325,58837,4548
C.J. Wilson,20012454,str8edgeracer,197743,964,28692,2911
BloombergQuint,714731566828793857,BloombergQuint,272999,131,279696,1980
MSNBC,2836421,MSNBC,4490708,791,272927,29628
i newspaper,205770556,theipaper,120559,4210,241961,1989
Frank Chaparro,2933805082,fintechfrank,124033,1632,44950,2187
Washington Examiner,18956073,dcexaminer,290842,332,581653,4015
Calgary Herald,14803951,calgaryherald,203001,801,199672,2225
Matt Devost,890641,MattDevost,4585,1291,7140,225
Tanaya Macheel,34231071,tanayamac,5259,2682,3806,306
The Block,963767159536209921,TheBlock__,219788,39,16959,3356
Accounting Today,21875757,AccountingToday,112705,1251,46901,1350
MrHumanity,1046250140313505792,MrHumanityGives,98191,128,44799,60
Saagar Enjeti,408806531,esaagar,282573,3124,9397,1675
Andreas,1469101279,aantonop,696990,0,30907,10556
Shane Hazel,123036487,ShaneTHazel,33797,2662,26538,112
Tom Giles,19579115,tsgiles,10593,1086,7933,516
Binance,877807935493033984,binance,7459884,467,19176,22670
John DePetro Show,22407018,JohnDePetroshow,14223,998,96286,166
Savio Shetty,95941949,abeautifulmind7,2087,2710,12008,48
Joe Stanley-Smith,1163867139620687874,TaxStanley,2618,611,1343,7
Euan Rellie,19604028,euanrellie,7177,3808,146442,151
Charlie Bilello,1413027896,charliebilello,359220,117,23513,6686
Namcios,1273776346771132417,namcios,3568,583,1497,57
Namcios,1273776346771132417,namcios,3568,583,1497,57
Dan Gambardello,37881270,cryptorecruitr,214001,260,15144,965
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
C.J. Wilson,20012454,str8edgeracer,197743,964,28692,2911
Shabtai,17663180,velvetart,3637,1656,7529,218
Evening Standard,38142380,standardnews,646465,858,412287,4014
Chris Brogan/Chief of Staff,10202,chrisbrogan,322827,711,209335,23478
Nouriel Roubini,19224439,Nouriel,534051,691,23236,11461
Blockworks,989912836901089282,Blockworks_,158054,4848,13207,1477
TechCheck,562995991,CNBCTechCheck,36949,221,14711,759
Mohamed A. ₿asset,219719193,SymbianSyMoh,25169,796,73748,237
Shibetoshi Nakamoto,30699048,BillyM2k,1068580,420,27876,1615
OpenMarkets,482364710,Open_Markets,12997,637,3511,332
Forbes,91478624,Forbes,17422581,5144,357798,61313
Dennis Detwiller,17575777,drgonzo123,7407,2951,54988,158
Mike Eppel,27618447,eppman,7466,538,4836,110
John Cassidy,78400205,JohnCassidy,62687,1803,27767,1769
Vinny Lingham,1854401,VinnyLingham,221111,9385,24365,4036
Robert Burgess,2724082992,BobOnMarkets,8806,1321,25816,347
Barron's,20449296,barronsonline,213778,35,62997,4886
Paolo Ardoino,109404961,paoloardoino,103857,371,9041,982
Vauld,982364348038303744,VauldOfficial,14904,6,2641,74
Americas Society/Council of the Americas,26060210,ASCOA,29125,3945,45714,706
Jeff Booth,16461706,JeffBooth,299874,5116,7467,2469
Michael Saylor⚡️,244647486,saylor,2162223,552,2968,12750
Julian Liniger,922525702779387904,julian_liniger,2541,579,2704,26
Bryan MacDonald,8628872,27khv,35000,546,17055,487
Tony Ho Tran,237131732,TonyHoWasHere,1493,907,7072,21
Techmeme,817386,Techmeme,431017,950,158283,14840
Trezor,1431204614,Trezor,164210,477,15388,1917
Delta Investment Tracker,901501366664912896,get_delta,35813,125,5543,429
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
Jeffrey Snover,18246129,jsnover,48550,1427,33683,1307
Sky News Business,113050195,SkyNewsBiz,340364,62,35083,1999
Poloniex Exchange,2288889440,Poloniex,445670,82,8428,3642
Raphael Schön,173602716,raphschoen,8722,783,6668,96
"Michael A. Gayed, CFA",227755413,leadlagreport,581213,1,36175,2325
BloombergQuint,714731566828793857,BloombergQuint,272999,131,279696,1980
Bret Saunders,29229561,Bretontheradio,11014,4999,44182,217
CNBC-TV18,631810714,CNBCTV18News,1015277,178,237863,1943
Trent Reinsmith,166630163,TrentReinsmith,3637,1310,136,80
Eddy Elfenbein,41516710,EddyElfenbein,72947,1741,76777,2108
WendyO.eth,935742315389444096,CryptoWendyO,249076,920,28436,2256
Relai 🇪🇺,1106135773424902144,relai_app,10239,2509,8623,113
Bitwage,2368346192,Bitwage,15291,2392,3281,321
Siddarth Pai,265814274,siddarthpaim,33366,3320,133935,483
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Unge,544071662,unge,2380472,1083,23401,1227
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
World War Zero,1175129858441142274,WorldWarZeroOrg,9674,270,5473,127
Wirex,2873961657,wirexapp,39060,4133,19819,491
Akeem Hunt,167219459,Mr_A1Hunt,11677,777,59787,92
KUCOIN,910110294625492992,kucoincom,1466773,843,14237,5999
WiLD 95.5,24403379,WiLD955,8929,130,66948,194
Rob Wile,27810354,rjwile,8530,9995,1244,342
David Rohde,141279172,RohdeD,21313,1507,10112,592
CNBC,20402945,CNBC,4484089,850,476208,37245
Lance Davis,2302270280,lrd0015,600,370,4261,30
timcopeland.eth,953233327238021120,Timccopeland,27959,4598,26652,448
The Independent,16973333,Independent,3655545,396,1218969,25944
Courtney G Stephen,140099977,TheCStephen,6121,1799,22365,77
Tim Stenovec,18036280,timsteno,10873,4706,3119,358
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
Sky News,7587032,SkyNews,7470234,23,505820,28848
Rex Cars,12300362,DJBentley,5000,717,718,315
Bitcoin Magazine,361289499,BitcoinMagazine,2042008,679,20264,12389
Preston Pysh,538399586,PrestonPysh,375757,860,24574,4967
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
BlockFi Support,1341054089241608211,BlockFiSupport,3028,1,603,33
Mark Gongloff,44358989,markgongloff,12387,3858,50078,435
Market Rebellion,817007725666242561,MarketRebels,183911,267,38677,1775
TheStreet,15281391,TheStreet,822147,1241,220405,7312
Robert Jameson,83603493,rhjameson,4085,1342,67253,111
Bobby Lee - Ballet: World's EASIEST wallet!,311430228,bobbyclee,132386,385,4299,1897
Bitpanda,2425772784,bitpanda,73687,334,6642,437
Alastair Coote,18059424,_alastair,4780,1315,87,280
Dow,286654612,mark_dow,92745,3837,105213,2567
jjacobs22.eth,14850356,jjacobs22,16636,5269,27606,557
Hugh Son,946147015,Hugh_Son,8301,992,2432,233
Money,205789121,Money,411448,1451,108219,4698
WSJ Markets,28164923,WSJmarkets,743355,467,83984,9278
Anthony DeRosa,1140451,Anthony,102717,8856,2752,4461
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Anna Hirtenstein,117898285,ahirtens,4154,2319,2961,163
Bobby Lee - Ballet: World's EASIEST wallet!,311430228,bobbyclee,132386,385,4299,1897
Oliver Renick,1580555131,OJRenick,13615,808,26374,285
Relai 🇪🇺,1106135773424902144,relai_app,10239,2509,8623,113
The New Yorker,14677919,NewYorker,9005827,400,133103,64268
TrendSpider,969571031030616071,TrendSpider,196067,1359,51970,3071
Beth Williams Liou,1163804689,BWilliLiou,4150,1449,17330,129
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
Don Jackson,129855127,DonnyjGLA6,4837,1262,13889,59
Rob Wile,27810354,rjwile,8530,9995,1244,342
CNBC-TV18,631810714,CNBCTV18News,1015277,178,237863,1943
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
Prothom Alo,213278292,ProthomAlo,2118627,360,178319,549
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
ForexLive,19399038,ForexLive,290637,1003,368188,5711
Inmortal,571771109,inmortalcrypto,142857,149,5177,1522
Leon Paul,32984187,l3onx,2463,754,4551,27
NBC News,14173315,NBCNews,8798536,1858,328916,49320
Melissa Chan,16288136,melissakchan,84985,2583,41971,1953
Jim & Sam,777960145359867904,jimandsamshow,47817,163,15426,180
Timothy Aeppel,80903194,TimAeppel,9682,982,19381,393
John Nosta,19711691,JohnNosta,68459,51832,132607,2866
Ryan Browne,283616655,Ryan_Browne_,8961,2281,3243,231
Sonali Basak,49422080,sonalibasak,22543,4063,15991,410
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Sam Harper,2336669878,acetum,748,856,1135,14
Brad Gilbert,90679076,bgtennisnation,156670,342,150716,2621
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
"Michael A. Gayed, CFA",227755413,leadlagreport,581213,1,36175,2325
Adelle Nazarian,200785205,AdelleNaz,66935,5827,18840,374
Maria Bartiromo,208155240,MariaBartiromo,941333,1588,36458,5387
The Africa Report,18017198,TheAfricaReport,209189,1164,30535,0
Steven,3833416227,Dogetoshi,29951,394,12722,597
RTP Arena,722451707607785472,rtparena,14472,1035,23627,36
Dow,286654612,mark_dow,92745,3837,105213,2567
Douglas A. Boneparth,158049457,dougboneparth,167625,582,43480,1812
News18.com,284920800,news18dotcom,157878,174,251401,857
BBC Three Counties Radio,199340897,BBC3CR,90309,192,39755,478
Paul Vigna,22680719,paulvigna,35846,1711,35369,0
Finance Magnates,32897012,financemagnates,34787,473,31172,1060
Newsmax,20545835,newsmax,1058115,605,134738,4717
Barron's,20449296,barronsonline,213778,35,62997,4886
BusinessDay,217456838,BusinessDayNg,76897,215,228629,616
Nathaniel E. Baker,16013245,natbaker,4141,2232,17914,115
"Salaheddine Bouhmidi, M.Sc.",892385440187244544,SalahBouhmidi,3830,2362,6248,48
MSN,15856435,MSN,227002,755,291065,1583
brandon banks,2217829444,speedybanks87,7357,864,21360,40
Andrew Gazdecki,1511333035,agazdecki,93218,5202,16936,1013
Angie Lau,289390002,AngieTVLau,17600,1177,12688,443
Matt Jackson,101261826,Mattlj92,1379,937,37417,19
Natalie ₿runell,543483223,natbrunell,155807,3660,12426,956
MyBroadband,14881608,mybroadband,109563,68,77077,783
Market Rebellion,817007725666242561,MarketRebels,183911,267,38677,1775
The Quint,2982269822,TheQuint,714405,312,397032,1874
Gray Maynard,95683645,GrayMaynard,120280,784,11901,1333
